source_file,subject_id,trial_index,time_elapsed,rt,stimulus,image_idx,occurrence,is_repeat,repeat_lag,response,correct_response,correct,correct_at_second_occurrence
n_back_945830.csv,945830,75,80055,739.0,../../images/project_n_back/im42.png,42,2,True,10,1.0,1.0,True,True
n_back_945830.csv,945830,77,81238,673.0,../../images/project_n_back/im38.png,38,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,79,82538,788.0,../../images/project_n_back/im55.png,55,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,81,83772,724.0,../../images/project_n_back/im31.png,31,2,True,10,1.0,1.0,True,True
n_back_945830.csv,945830,83,84855,570.0,../../images/project_n_back/im13.png,13,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,85,86037,673.0,../../images/project_n_back/im32.png,32,2,True,10,1.0,1.0,True,True
n_back_945830.csv,945830,87,87971,1397.0,../../images/project_n_back/im22.png,22,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,89,89604,1121.0,../../images/project_n_back/im51.png,51,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,91,90842,724.0,../../images/project_n_back/im30.png,30,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,93,92369,1016.0,../../images/project_n_back/im34.png,34,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,95,93754,875.0,../../images/project_n_back/im23.png,23,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,97,94922,654.0,../../images/project_n_back/im4.png,4,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,99,96119,693.0,../../images/project_n_back/im14.png,14,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,101,97471,844.0,../../images/project_n_back/im29.png,29,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,103,98853,871.0,../../images/project_n_back/im28.png,28,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,105,100355,992.0,../../images/project_n_back/im54.png,54,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,107,101654,790.0,../../images/project_n_back/im22.png,22,2,True,10,1.0,1.0,True,True
n_back_945830.csv,945830,109,102954,790.0,../../images/project_n_back/im51.png,51,2,True,10,1.0,1.0,True,True
n_back_945830.csv,945830,111,104238,774.0,../../images/project_n_back/im30.png,30,2,True,10,1.0,1.0,True,True
n_back_945830.csv,945830,113,105223,471.0,../../images/project_n_back/im58.png,58,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,115,106771,1037.0,../../images/project_n_back/im18.png,18,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,117,108187,905.0,../../images/project_n_back/im59.png,59,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,119,110271,1565.0,../../images/project_n_back/im20.png,20,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,121,111821,1038.0,../../images/project_n_back/im25.png,25,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,123,113495,1166.0,../../images/project_n_back/im6.png,6,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,125,115603,1599.0,../../images/project_n_back/im45.png,45,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,127,116821,706.0,../../images/project_n_back/im7.png,7,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,129,118521,1192.0,../../images/project_n_back/im57.png,57,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,131,120488,1460.0,../../images/project_n_back/im1.png,1,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,133,123471,2474.0,../../images/project_n_back/im16.png,16,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,135,124888,892.0,../../images/project_n_back/im0.png,0,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,137,126138,736.0,../../images/project_n_back/im15.png,15,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,139,127854,1209.0,../../images/project_n_back/im20.png,20,2,True,10,0.0,1.0,False,False
n_back_945830.csv,945830,141,129789,1423.0,../../images/project_n_back/im5.png,5,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,143,130904,600.0,../../images/project_n_back/im11.png,11,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,145,132288,872.0,../../images/project_n_back/im9.png,9,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,147,133521,724.0,../../images/project_n_back/im8.png,8,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,149,135288,1255.0,../../images/project_n_back/im12.png,12,1,False,0,0.0,0.0,True,
n_back_945830.csv,945830,151,136721,926.0,../../images/project_n_back/im1.png,1,2,True,10,0.0,1.0,False,False
n_back_945830.csv,945830,153,137721,487.0,../../images/project_n_back/im43.png,43,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,155,139550,1320.0,../../images/project_n_back/im0.png,0,2,True,10,0.0,1.0,False,False
n_back_945830.csv,945830,157,141954,1892.0,../../images/project_n_back/im37.png,37,1,False,0,1.0,0.0,False,
n_back_945830.csv,945830,159,143354,890.0,../../images/project_n_back/im11.png,11,2,True,8,1.0,1.0,True,True
n_back_945830.csv,945830,161,144622,757.0,../../images/project_n_back/im12.png,12,2,True,6,0.0,1.0,False,False
